edad,renuncia,viajes,tarifa_diaria,departamento,distancia_al_trabajo,educacion,campo_de_educacion,conteo_de_empleados,numero_de_empleado,satisfaccion_ambiente,genero,tarifa_por_hora,involucracion_laboral,nivel_laboral,rol_laboral,satisfaccion_laboral,estado_civil,ingreso_mensual,tarifa_mensual,num_empresas_trabajadas,horas_extras,incremento_salarial_porcentaje,calificacion_de_rendimiento,satisfaccion_relacion,horas_estandar,nivel_de_stock,aí±os_trabajando,num_entrenamientos_aí±o,balance_vida_trabajo,aí±os_en_la_empresa,aí±os_en_el_puesto,aí±os_desde_ultimo_ascenso,aí±os_con_actual_supervisor
33,No,Viaja_Frecuentemente,553,Investigación y Desarrollo,5,4,Ciencias de la Vida,1,428,4,Femenino,74,3,3,Gerente,2,Casado,11878,23364,6,No,11,3,2,80,2,12,2,3,10,6,8,8
39,No,Viaja_Raramente,117,Investigación y Desarrollo,10,1,Medicina,1,429,3,Masculino,99,3,4,Gerente,1,Casado,17068,5355,1,Si,14,3,4,80,0,21,3,3,21,9,11,10
43,No,Viaja_Frecuentemente,185,Investigación y Desarrollo,10,4,Ciencias de la Vida,1,430,3,Femenino,33,3,1,Técnico de Laboratorio,4,Soltero,2455,10675,0,No,19,3,1,80,0,9,5,3,8,7,1,7
49,No,Viaja_Raramente,1091,Investigación y Desarrollo,1,2,Grado Tí©cnico,1,431,3,Femenino,90,2,4,Representante de Salud,3,Soltero,13964,17810,7,Si,12,3,4,80,0,25,2,3,7,1,0,7
52,Si,Viaja_Raramente,723,Investigación y Desarrollo,8,4,Medicina,1,433,3,Masculino,85,2,2,Cientí­fico de Investigación,2,Casado,4941,17747,2,No,15,3,1,80,0,11,3,2,8,2,7,7
27,No,Viaja_Raramente,1220,Investigación y Desarrollo,5,3,Ciencias de la Vida,1,434,3,Femenino,85,3,1,Cientí­fico de Investigación,2,Soltero,2478,20938,1,Si,12,3,2,80,0,4,2,2,4,3,1,2
32,No,Viaja_Raramente,588,Ventas,8,2,Grado Tí©cnico,1,436,3,Femenino,65,2,2,Ejecutivo de Ventas,2,Casado,5228,24624,1,Si,11,3,4,80,0,13,2,3,13,12,11,9
27,No,Viaja_Raramente,1377,Ventas,2,3,Ciencias de la Vida,1,437,4,Masculino,74,3,2,Ejecutivo de Ventas,3,Soltero,4478,5242,1,Si,11,3,1,80,0,5,3,3,5,4,0,4
31,No,Viaja_Raramente,691,Ventas,7,3,Mercadeo,1,438,4,Masculino,73,3,2,Ejecutivo de Ventas,4,Divorciado,7547,7143,4,No,12,3,4,80,3,13,3,3,7,7,1,7
32,No,Viaja_Raramente,1018,Investigación y Desarrollo,2,4,Medicina,1,439,1,Femenino,74,4,2,Cientí­fico de Investigación,4,Soltero,5055,10557,7,No,16,3,3,80,0,10,0,2,7,7,0,7
28,Si,Viaja_Raramente,1157,Investigación y Desarrollo,2,4,Medicina,1,440,1,Masculino,84,1,1,Cientí­fico de Investigación,4,Casado,3464,24737,5,Si,13,3,4,80,0,5,4,2,3,2,2,2
30,No,Viaja_Raramente,1275,Investigación y Desarrollo,28,2,Medicina,1,441,4,Femenino,64,3,2,Cientí­fico de Investigación,4,Casado,5775,11934,1,No,13,3,4,80,2,11,2,3,10,8,1,9
31,No,Viaja_Frecuentemente,798,Investigación y Desarrollo,7,2,Ciencias de la Vida,1,442,3,Femenino,48,2,3,Director de Manufactura,3,Casado,8943,14034,1,No,24,4,1,80,1,10,2,3,10,9,8,9
39,No,Viaja_Frecuentemente,672,Investigación y Desarrollo,7,2,Medicina,1,444,3,Masculino,54,2,5,Gerente,4,Casado,19272,21141,1,No,15,3,1,80,1,21,2,3,21,9,13,3
39,Si,Viaja_Raramente,1162,Ventas,3,2,Medicina,1,445,4,Femenino,41,3,2,Ejecutivo de Ventas,3,Casado,5238,17778,4,Si,18,3,1,80,0,12,3,2,1,0,0,0
33,No,Viaja_Frecuentemente,508,Ventas,10,3,Mercadeo,1,446,2,Masculino,46,2,2,Ejecutivo de Ventas,4,Soltero,4682,4317,3,No,14,3,3,80,0,9,6,2,7,7,0,1
47,No,Viaja_Raramente,1482,Investigación y Desarrollo,5,5,Ciencias de la Vida,1,447,4,Masculino,42,3,5,Director de Investigación,3,Casado,18300,16375,4,No,11,3,2,80,1,21,2,3,3,2,1,1
43,No,Viaja_Frecuentemente,559,Investigación y Desarrollo,10,4,Ciencias de la Vida,1,448,3,Femenino,82,2,2,Técnico de Laboratorio,3,Divorciado,5257,6227,1,No,11,3,2,80,1,9,3,4,9,7,0,0
27,No,No_Viaja,210,Ventas,1,1,Mercadeo,1,449,3,Masculino,73,3,2,Ejecutivo de Ventas,2,Casado,6349,22107,0,Si,13,3,4,80,1,6,0,3,5,4,1,4
54,No,Viaja_Frecuentemente,928,Investigación y Desarrollo,20,4,Ciencias de la Vida,1,450,4,Femenino,31,3,2,Cientí­fico de Investigación,3,Soltero,4869,16885,3,No,12,3,4,80,0,20,4,2,4,3,0,3
43,No,Viaja_Raramente,1001,Investigación y Desarrollo,7,3,Ciencias de la Vida,1,451,3,Femenino,43,3,3,Representante de Salud,1,Casado,9985,9262,8,No,16,3,1,80,1,10,1,2,1,0,0,0
45,No,Viaja_Raramente,549,Investigación y Desarrollo,8,4,Otro,1,452,4,Masculino,75,3,2,Cientí­fico de Investigación,4,Casado,3697,9278,9,No,14,3,1,80,2,12,3,3,10,9,9,8
40,No,Viaja_Raramente,1124,Ventas,1,2,Medicina,1,453,2,Masculino,57,1,2,Ejecutivo de Ventas,4,Casado,7457,13273,2,Si,22,4,3,80,3,6,2,2,4,3,0,2
29,Si,Viaja_Raramente,318,Investigación y Desarrollo,8,4,Otro,1,454,2,Masculino,77,1,1,Técnico de Laboratorio,1,Casado,2119,4759,1,Si,11,3,4,80,0,7,4,2,7,7,0,7
29,No,Viaja_Raramente,738,Investigación y Desarrollo,9,5,Otro,1,455,2,Masculino,30,2,1,Técnico de Laboratorio,4,Soltero,3983,7621,0,No,17,3,3,80,0,4,2,3,3,2,2,2
30,No,Viaja_Raramente,570,Ventas,5,3,Mercadeo,1,456,4,Femenino,30,2,2,Ejecutivo de Ventas,3,Divorciado,6118,5431,1,No,13,3,3,80,3,10,2,3,10,9,1,2
27,No,Viaja_Raramente,1130,Ventas,8,4,Mercadeo,1,458,2,Femenino,56,3,2,Ejecutivo de Ventas,2,Casado,6214,3415,1,No,18,3,1,80,1,8,3,3,8,7,0,7
37,No,Viaja_Raramente,1192,Investigación y Desarrollo,5,2,Medicina,1,460,4,Masculino,61,3,2,Director de Manufactura,4,Divorciado,6347,23177,7,No,16,3,3,80,2,8,2,2,6,2,0,4
38,No,Viaja_Raramente,343,Investigación y Desarrollo,15,2,Ciencias de la Vida,1,461,3,Masculino,92,2,3,Director de Investigación,4,Divorciado,11510,15682,0,Si,14,3,2,80,1,12,3,3,11,10,2,9
31,No,Viaja_Raramente,1232,Investigación y Desarrollo,7,4,Medicina,1,462,3,Femenino,39,3,3,Director de Manufactura,4,Soltero,7143,25713,1,Si,14,3,3,80,0,11,2,2,11,9,4,10
29,No,Viaja_Raramente,144,Ventas,10,1,Mercadeo,1,463,4,Femenino,39,2,2,Ejecutivo de Ventas,2,Divorciado,8268,11866,1,Si,14,3,1,80,2,7,2,3,7,7,1,7
35,No,Viaja_Raramente,1296,Investigación y Desarrollo,5,4,Grado Tí©cnico,1,464,3,Masculino,62,3,3,Director de Manufactura,2,Soltero,8095,18264,0,No,13,3,4,80,0,17,5,3,16,6,0,13
23,No,Viaja_Raramente,1309,Investigación y Desarrollo,26,1,Ciencias de la Vida,1,465,3,Masculino,83,3,1,Cientí­fico de Investigación,4,Divorciado,2904,16092,1,No,12,3,3,80,2,4,2,2,4,2,0,2
41,No,Viaja_Raramente,483,Investigación y Desarrollo,6,3,Medicina,1,466,4,Masculino,95,2,2,Director de Manufactura,2,Soltero,6032,10110,6,Si,15,3,4,80,0,8,3,3,5,4,1,2
47,No,Viaja_Frecuentemente,1309,Ventas,4,1,Medicina,1,467,2,Masculino,99,3,2,Representante de Ventas,3,Soltero,2976,25751,3,No,19,3,1,80,0,5,3,3,0,0,0,0
42,No,Viaja_Raramente,810,Investigación y Desarrollo,23,5,Ciencias de la Vida,1,468,1,Femenino,44,3,4,Director de Investigación,4,Soltero,15992,15901,2,No,14,3,2,80,0,16,2,3,1,0,0,0
29,No,No_Viaja,746,Ventas,2,3,Ciencias de la Vida,1,469,4,Masculino,61,3,2,Ejecutivo de Ventas,3,Casado,4649,16928,1,No,14,3,1,80,1,4,3,2,4,3,0,2
42,No,Viaja_Raramente,544,Recursos Humanos,2,1,Grado Tí©cnico,1,470,3,Masculino,52,3,1,Recursos Humanos,3,Divorciado,2696,24017,0,Si,11,3,3,80,1,4,5,3,3,2,1,0
32,No,Viaja_Raramente,1062,Investigación y Desarrollo,2,3,Medicina,1,471,3,Femenino,75,3,1,Técnico de Laboratorio,2,Casado,2370,3956,1,No,13,3,3,80,1,8,4,3,8,0,0,7
48,No,Viaja_Raramente,530,Ventas,29,1,Medicina,1,473,1,Femenino,91,3,3,Gerente,3,Casado,12504,23978,3,No,21,4,2,80,1,15,3,1,0,0,0,0
37,No,Viaja_Raramente,1319,Investigación y Desarrollo,6,3,Medicina,1,474,3,Masculino,51,4,2,Cientí­fico de Investigación,1,Divorciado,5974,17001,4,Si,13,3,1,80,2,13,2,3,7,7,6,7
30,No,No_Viaja,641,Ventas,25,2,Grado Tí©cnico,1,475,4,Femenino,85,3,2,Ejecutivo de Ventas,3,Casado,4736,6069,7,Si,12,3,2,80,1,4,2,4,2,2,2,2
26,No,Viaja_Raramente,933,Ventas,1,3,Ciencias de la Vida,1,476,3,Masculino,57,3,2,Ejecutivo de Ventas,3,Casado,5296,20156,1,No,17,3,2,80,1,8,3,3,8,7,7,7
42,No,Viaja_Raramente,1332,Investigación y Desarrollo,2,4,Otro,1,477,1,Masculino,98,2,2,Representante de Salud,4,Soltero,6781,17078,3,No,23,4,2,80,0,14,6,3,1,0,0,0
21,Si,Viaja_Frecuentemente,756,Ventas,1,1,Grado Tí©cnico,1,478,1,Femenino,99,2,1,Representante de Ventas,2,Soltero,2174,9150,1,Si,11,3,3,80,0,3,3,3,3,2,1,2
36,No,No_Viaja,845,Ventas,1,5,Medicina,1,479,4,Femenino,45,3,2,Ejecutivo de Ventas,4,Soltero,6653,15276,4,No,15,3,2,80,0,7,6,3,1,0,0,0
36,No,Viaja_Frecuentemente,541,Ventas,3,4,Medicina,1,481,1,Masculino,48,2,3,Ejecutivo de Ventas,4,Casado,9699,7246,4,No,11,3,1,80,1,16,2,3,13,9,1,12
57,No,Viaja_Raramente,593,Investigación y Desarrollo,1,4,Medicina,1,482,4,Masculino,88,3,2,Representante de Salud,3,Casado,6755,2967,2,No,11,3,3,80,0,15,2,3,3,2,1,2
40,No,Viaja_Raramente,1171,Investigación y Desarrollo,10,4,Ciencias de la Vida,1,483,4,Femenino,46,4,1,Técnico de Laboratorio,3,Casado,2213,22495,3,Si,13,3,3,80,1,10,3,3,7,7,1,7
21,No,No_Viaja,895,Ventas,9,2,Medicina,1,484,1,Masculino,39,3,1,Representante de Ventas,4,Soltero,2610,2851,1,No,24,4,3,80,0,3,3,2,3,2,2,2
33,Si,Viaja_Raramente,350,Ventas,5,3,Mercadeo,1,485,4,Femenino,34,3,1,Representante de Ventas,3,Soltero,2851,9150,1,Si,13,3,2,80,0,1,2,3,1,0,0,0
37,No,Viaja_Raramente,921,Investigación y Desarrollo,10,3,Medicina,1,486,3,Femenino,98,3,1,Técnico de Laboratorio,1,Casado,3452,17663,6,No,20,4,2,80,1,17,3,3,5,4,0,3
46,No,No_Viaja,1144,Investigación y Desarrollo,7,4,Medicina,1,487,3,Femenino,30,3,2,Director de Manufactura,3,Casado,5258,16044,2,No,14,3,3,80,0,7,2,4,1,0,0,0
41,Si,Viaja_Frecuentemente,143,Ventas,4,3,Mercadeo,1,488,1,Masculino,56,3,2,Ejecutivo de Ventas,2,Soltero,9355,9558,1,No,18,3,3,80,0,8,5,3,8,7,7,7
50,No,Viaja_Raramente,1046,Investigación y Desarrollo,10,3,Grado Tí©cnico,1,491,4,Masculino,100,2,3,Representante de Salud,4,Soltero,10496,2755,6,No,15,3,4,80,0,20,2,3,4,3,1,3
40,Si,Viaja_Raramente,575,Ventas,22,2,Mercadeo,1,492,3,Masculino,68,2,2,Ejecutivo de Ventas,3,Casado,6380,6110,2,Si,12,3,1,80,2,8,6,3,6,4,1,0
31,No,Viaja_Raramente,408,Investigación y Desarrollo,9,4,Ciencias de la Vida,1,493,3,Masculino,42,2,1,Cientí­fico de Investigación,2,Soltero,2657,7551,0,Si,16,3,4,80,0,3,5,3,2,2,2,2
21,Si,Viaja_Raramente,156,Ventas,12,3,Ciencias de la Vida,1,494,3,Femenino,90,4,1,Representante de Ventas,2,Soltero,2716,25422,1,No,15,3,4,80,0,1,0,3,1,0,0,0
29,No,Viaja_Raramente,1283,Investigación y Desarrollo,23,3,Ciencias de la Vida,1,495,4,Masculino,54,3,1,Cientí­fico de Investigación,4,Soltero,2201,18168,9,No,16,3,4,80,0,6,4,3,3,2,1,2
35,No,Viaja_Raramente,755,Investigación y Desarrollo,9,4,Ciencias de la Vida,1,496,3,Masculino,97,2,2,Representante de Salud,2,Soltero,6540,19394,9,No,19,3,3,80,0,10,5,3,1,1,0,0
27,No,Viaja_Raramente,1469,Investigación y Desarrollo,1,2,Medicina,1,497,4,Masculino,82,3,1,Técnico de Laboratorio,2,Divorciado,3816,17881,1,No,11,3,2,80,1,5,2,3,5,2,0,4
28,No,Viaja_Raramente,304,Ventas,9,4,Ciencias de la Vida,1,498,2,Masculino,92,3,2,Ejecutivo de Ventas,4,Soltero,5253,20750,1,No,16,3,4,80,0,7,1,3,7,5,0,7
49,No,Viaja_Raramente,1261,Investigación y Desarrollo,7,3,Otro,1,499,2,Masculino,31,2,3,Representante de Salud,3,Soltero,10965,12066,8,No,24,4,3,80,0,26,2,3,5,2,0,0
51,No,Viaja_Raramente,1178,Ventas,14,2,Ciencias de la Vida,1,500,3,Femenino,87,3,2,Ejecutivo de Ventas,4,Casado,4936,14862,4,No,11,3,3,80,1,18,2,2,7,7,0,7
36,No,Viaja_Raramente,329,Investigación y Desarrollo,2,3,Ciencias de la Vida,1,501,4,Femenino,96,3,1,Cientí­fico de Investigación,3,Casado,2543,11868,4,No,13,3,2,80,1,6,3,3,2,2,2,2
34,Si,No_Viaja,1362,Ventas,19,3,Mercadeo,1,502,1,Masculino,67,4,2,Ejecutivo de Ventas,4,Soltero,5304,4652,8,Si,13,3,2,80,0,9,3,2,5,2,0,4
55,No,Viaja_Raramente,1311,Investigación y Desarrollo,2,3,Ciencias de la Vida,1,505,3,Femenino,97,3,4,Gerente,4,Soltero,16659,23258,2,Si,13,3,3,80,0,30,2,3,5,4,1,2
24,No,Viaja_Raramente,1371,Ventas,10,4,Mercadeo,1,507,4,Femenino,77,3,2,Ejecutivo de Ventas,3,Divorciado,4260,5915,1,Si,12,3,4,80,1,5,2,4,5,2,0,3
30,No,Viaja_Raramente,202,Ventas,2,1,Grado Tí©cnico,1,508,3,Masculino,72,3,1,Representante de Ventas,2,Casado,2476,17434,1,No,18,3,1,80,1,1,3,3,1,0,0,0
26,Si,Viaja_Frecuentemente,575,Investigación y Desarrollo,3,1,Grado Tí©cnico,1,510,3,Masculino,73,3,1,Cientí­fico de Investigación,1,Soltero,3102,6582,0,No,22,4,3,80,0,7,2,3,6,4,0,4
22,No,Viaja_Raramente,253,Investigación y Desarrollo,11,3,Medicina,1,511,1,Femenino,43,3,1,Cientí­fico de Investigación,2,Casado,2244,24440,1,No,13,3,4,80,1,2,1,3,2,1,1,2
36,No,Viaja_Raramente,164,Ventas,2,2,Medicina,1,513,2,Masculino,61,2,3,Ejecutivo de Ventas,3,Casado,7596,3809,1,No,13,3,2,80,2,10,2,3,10,9,9,0
30,Si,Viaja_Frecuentemente,464,Investigación y Desarrollo,4,3,Grado Tí©cnico,1,514,3,Masculino,40,3,1,Cientí­fico de Investigación,4,Soltero,2285,3427,9,Si,23,4,3,80,0,3,4,3,1,0,0,0
37,No,Viaja_Raramente,1107,Investigación y Desarrollo,14,3,Ciencias de la Vida,1,515,4,Femenino,95,3,1,Técnico de Laboratorio,1,Divorciado,3034,26914,1,No,12,3,3,80,1,18,2,2,18,7,12,17
40,No,Viaja_Raramente,759,Ventas,2,2,Mercadeo,1,516,4,Femenino,46,3,2,Ejecutivo de Ventas,2,Divorciado,5715,22553,7,No,12,3,3,80,2,8,5,3,5,4,1,3
42,No,Viaja_Raramente,201,Investigación y Desarrollo,1,4,Ciencias de la Vida,1,517,2,Femenino,95,3,1,Técnico de Laboratorio,1,Divorciado,2576,20490,3,No,16,3,2,80,1,8,5,3,5,2,1,2
37,No,Viaja_Raramente,1305,Investigación y Desarrollo,10,4,Ciencias de la Vida,1,518,3,Masculino,49,3,2,Director de Manufactura,2,Soltero,4197,21123,2,Si,12,3,4,80,0,18,2,2,1,0,0,1
43,No,Viaja_Raramente,982,Investigación y Desarrollo,12,3,Ciencias de la Vida,1,520,1,Masculino,59,2,4,Director de Investigación,2,Divorciado,14336,4345,1,No,11,3,3,80,1,25,3,3,25,10,3,9
40,No,Viaja_Raramente,555,Investigación y Desarrollo,2,3,Medicina,1,521,2,Femenino,78,2,2,Técnico de Laboratorio,3,Casado,3448,13436,6,No,22,4,2,80,1,20,3,3,1,0,0,0
54,No,Viaja_Raramente,821,Investigación y Desarrollo,5,2,Medicina,1,522,1,Masculino,86,3,5,Director de Investigación,1,Casado,19406,8509,4,No,11,3,3,80,1,24,4,2,4,2,1,2
34,No,No_Viaja,1381,Ventas,4,4,Mercadeo,1,523,3,Femenino,72,3,2,Ejecutivo de Ventas,3,Casado,6538,12740,9,No,15,3,1,80,1,6,3,3,3,2,1,2
31,No,Viaja_Raramente,480,Investigación y Desarrollo,7,2,Medicina,1,524,2,Femenino,31,3,2,Director de Manufactura,1,Casado,4306,4156,1,No,12,3,2,80,1,13,5,1,13,10,3,12
43,No,Viaja_Frecuentemente,313,Investigación y Desarrollo,21,3,Medicina,1,525,4,Masculino,61,3,1,Técnico de Laboratorio,4,Casado,2258,15238,7,No,20,4,1,80,1,8,1,3,3,2,1,2
43,No,Viaja_Raramente,1473,Investigación y Desarrollo,8,4,Otro,1,526,3,Femenino,74,3,2,Representante de Salud,3,Divorciado,4522,2227,4,Si,14,3,4,80,0,8,3,3,5,2,0,2
25,No,Viaja_Raramente,891,Ventas,4,2,Ciencias de la Vida,1,527,2,Femenino,99,2,2,Ejecutivo de Ventas,4,Soltero,4487,12090,1,Si,11,3,2,80,0,5,3,3,5,4,1,3
37,No,No_Viaja,1063,Investigación y Desarrollo,25,5,Medicina,1,529,2,Femenino,72,3,2,Cientí­fico de Investigación,3,Casado,4449,23866,3,Si,15,3,1,80,2,15,2,3,13,11,10,7
31,No,Viaja_Raramente,329,Investigación y Desarrollo,1,2,Ciencias de la Vida,1,530,4,Masculino,98,2,1,Técnico de Laboratorio,1,Casado,2218,16193,1,No,12,3,3,80,1,4,3,3,4,2,3,2
39,No,Viaja_Frecuentemente,1218,Investigación y Desarrollo,1,1,Ciencias de la Vida,1,531,2,Masculino,52,3,5,Gerente,3,Divorciado,19197,8213,1,Si,14,3,3,80,1,21,3,3,21,8,1,6
56,No,Viaja_Frecuentemente,906,Ventas,6,3,Ciencias de la Vida,1,532,3,Femenino,86,4,4,Ejecutivo de Ventas,1,Casado,13212,18256,9,No,11,3,4,80,3,36,0,2,7,7,7,7
30,No,Viaja_Raramente,1082,Ventas,12,3,Grado Tí©cnico,1,533,2,Femenino,83,3,2,Ejecutivo de Ventas,3,Soltero,6577,19558,0,No,11,3,2,80,0,6,6,3,5,4,4,4
41,No,Viaja_Raramente,645,Ventas,1,3,Mercadeo,1,534,2,Masculino,49,4,3,Ejecutivo de Ventas,1,Casado,8392,19566,1,No,16,3,3,80,1,10,2,3,10,7,0,7
28,No,Viaja_Raramente,1300,Investigación y Desarrollo,17,2,Medicina,1,536,3,Masculino,79,3,2,Técnico de Laboratorio,1,Divorciado,4558,13535,1,No,12,3,4,80,1,10,2,3,10,0,1,8
25,Si,Viaja_Raramente,688,Investigación y Desarrollo,3,3,Medicina,1,538,1,Masculino,91,3,1,Técnico de Laboratorio,1,Casado,4031,9396,5,No,13,3,3,80,1,6,5,3,2,2,0,2
52,No,Viaja_Raramente,319,Investigación y Desarrollo,3,3,Medicina,1,543,4,Masculino,39,2,3,Director de Manufactura,3,Casado,7969,19609,2,Si,14,3,3,80,0,28,4,3,5,4,0,4
45,No,Viaja_Raramente,192,Investigación y Desarrollo,10,2,Ciencias de la Vida,1,544,1,Masculino,69,3,1,Cientí­fico de Investigación,4,Casado,2654,9655,3,No,21,4,4,80,2,8,3,2,2,2,0,2
52,No,Viaja_Raramente,1490,Investigación y Desarrollo,4,2,Ciencias de la Vida,1,546,4,Femenino,30,3,4,Gerente,4,Casado,16555,10310,2,No,13,3,4,80,0,31,2,1,5,2,1,4
42,No,Viaja_Frecuentemente,532,Investigación y Desarrollo,29,2,Ciencias de la Vida,1,547,1,Femenino,92,3,2,Cientí­fico de Investigación,3,Divorciado,4556,12932,2,No,11,3,2,80,1,19,3,3,5,4,0,2
30,No,Viaja_Raramente,317,Investigación y Desarrollo,2,3,Ciencias de la Vida,1,548,3,Femenino,43,1,2,Director de Manufactura,4,Soltero,6091,24793,2,No,20,4,3,80,0,11,2,3,5,4,0,2
60,No,Viaja_Raramente,422,Investigación y Desarrollo,7,3,Ciencias de la Vida,1,549,1,Femenino,41,3,5,Gerente,1,Casado,19566,3854,5,No,11,3,4,80,0,33,5,1,29,8,11,10
46,No,Viaja_Raramente,1485,Investigación y Desarrollo,18,3,Medicina,1,550,3,Femenino,87,3,2,Director de Manufactura,3,Divorciado,4810,26314,2,No,14,3,3,80,1,19,5,2,10,7,0,8
42,No,Viaja_Frecuentemente,1368,Investigación y Desarrollo,28,4,Grado Tí©cnico,1,551,4,Femenino,88,2,2,Representante de Salud,4,Casado,4523,4386,0,No,11,3,4,80,3,7,4,4,6,5,0,4
24,Si,Viaja_Raramente,1448,Ventas,1,1,Grado Tí©cnico,1,554,1,Femenino,62,3,1,Representante de Ventas,2,Soltero,3202,21972,1,Si,16,3,2,80,0,6,4,3,5,3,1,4
34,Si,Viaja_Frecuentemente,296,Ventas,6,2,Mercadeo,1,555,4,Femenino,33,1,1,Representante de Ventas,3,Divorciado,2351,12253,0,No,16,3,4,80,1,3,3,2,2,2,1,0
38,No,Viaja_Frecuentemente,1490,Investigación y Desarrollo,2,2,Ciencias de la Vida,1,556,4,Masculino,42,3,1,Técnico de Laboratorio,4,Casado,1702,12106,1,Si,23,4,3,80,1,1,3,3,1,0,0,0
40,No,Viaja_Raramente,1398,Ventas,2,4,Ciencias de la Vida,1,558,3,Femenino,79,3,5,Gerente,3,Casado,18041,13022,0,No,14,3,4,80,0,21,2,3,20,15,1,12
26,No,Viaja_Raramente,1349,Investigación y Desarrollo,23,3,Ciencias de la Vida,1,560,1,Femenino,90,3,1,Cientí­fico de Investigación,4,Divorciado,2886,3032,1,No,22,4,2,80,2,3,3,1,3,2,0,2
30,No,No_Viaja,1400,Investigación y Desarrollo,3,3,Ciencias de la Vida,1,562,3,Masculino,53,3,1,Técnico de Laboratorio,4,Casado,2097,16734,4,No,15,3,3,80,1,9,3,1,5,3,1,4
29,No,Viaja_Raramente,986,Investigación y Desarrollo,3,4,Medicina,1,564,2,Masculino,93,2,3,Director de Investigación,3,Casado,11935,21526,1,No,18,3,3,80,0,10,2,3,10,2,0,7
29,Si,Viaja_Raramente,408,Investigación y Desarrollo,25,5,Grado Tí©cnico,1,565,3,Femenino,71,2,1,Cientí­fico de Investigación,2,Casado,2546,18300,5,No,16,3,2,80,0,6,2,4,2,2,1,1
19,Si,Viaja_Raramente,489,Recursos Humanos,2,2,Grado Tí©cnico,1,566,1,Masculino,52,2,1,Recursos Humanos,4,Soltero,2564,18437,1,No,12,3,3,80,0,1,3,4,1,0,0,0
30,No,No_Viaja,1398,Ventas,22,4,Otro,1,567,3,Femenino,69,3,3,Ejecutivo de Ventas,1,Casado,8412,2890,0,No,11,3,3,80,0,10,3,3,9,8,7,8
57,No,Viaja_Raramente,210,Ventas,29,3,Mercadeo,1,568,1,Masculino,56,2,4,Gerente,4,Divorciado,14118,22102,3,No,12,3,3,80,1,32,3,2,1,0,0,0
50,No,Viaja_Raramente,1099,Investigación y Desarrollo,29,4,Ciencias de la Vida,1,569,2,Masculino,88,2,4,Gerente,3,Casado,17046,9314,0,No,15,3,2,80,1,28,2,3,27,10,15,7
30,No,No_Viaja,1116,Investigación y Desarrollo,2,3,Medicina,1,571,3,Femenino,49,3,1,Técnico de Laboratorio,4,Soltero,2564,7181,0,No,14,3,3,80,0,12,2,2,11,7,6,7
60,No,Viaja_Frecuentemente,1499,Ventas,28,3,Mercadeo,1,573,3,Femenino,80,2,3,Ejecutivo de Ventas,1,Casado,10266,2845,4,No,19,3,4,80,0,22,5,4,18,13,13,11
47,No,Viaja_Raramente,983,Investigación y Desarrollo,2,2,Medicina,1,574,1,Femenino,65,3,2,Director de Manufactura,4,Divorciado,5070,7389,5,No,13,3,3,80,3,20,2,3,5,0,0,4
46,No,Viaja_Raramente,1009,Investigación y Desarrollo,2,3,Ciencias de la Vida,1,575,1,Masculino,51,3,4,Director de Investigación,3,Casado,17861,2288,6,No,13,3,3,80,0,26,2,1,3,2,0,1
35,No,Viaja_Raramente,144,Investigación y Desarrollo,22,3,Ciencias de la Vida,1,577,4,Masculino,46,1,1,Técnico de Laboratorio,3,Soltero,4230,19225,0,No,15,3,3,80,0,6,2,3,5,4,4,3
54,No,Viaja_Raramente,548,Investigación y Desarrollo,8,4,Ciencias de la Vida,1,578,3,Femenino,42,3,2,Técnico de Laboratorio,3,Soltero,3780,23428,7,No,11,3,3,80,0,19,3,3,1,0,0,0
34,No,Viaja_Raramente,1303,Investigación y Desarrollo,2,4,Ciencias de la Vida,1,579,4,Masculino,62,2,1,Cientí­fico de Investigación,3,Divorciado,2768,8416,3,No,12,3,3,80,1,14,3,3,7,3,5,7
46,No,Viaja_Raramente,1125,Ventas,10,3,Mercadeo,1,580,3,Femenino,94,2,3,Ejecutivo de Ventas,4,Casado,9071,11563,2,Si,19,3,3,80,1,15,3,3,3,2,1,2
31,No,Viaja_Raramente,1274,Investigación y Desarrollo,9,1,Ciencias de la Vida,1,581,3,Masculino,33,3,3,Director de Manufactura,2,Divorciado,10648,14394,1,No,25,4,4,80,1,13,6,4,13,8,0,8
33,Si,Viaja_Raramente,1277,Investigación y Desarrollo,15,1,Medicina,1,582,2,Masculino,56,3,3,Gerente,3,Casado,13610,24619,7,Si,12,3,4,80,0,15,2,4,7,6,7,7
33,Si,Viaja_Raramente,587,Investigación y Desarrollo,10,1,Medicina,1,584,1,Masculino,38,1,1,Técnico de Laboratorio,4,Divorciado,3408,6705,7,No,13,3,1,80,3,8,2,3,4,3,1,3
30,No,Viaja_Raramente,413,Ventas,7,1,Mercadeo,1,585,4,Masculino,57,3,1,Representante de Ventas,2,Soltero,2983,18398,0,No,14,3,1,80,0,4,3,3,3,2,1,2
35,No,Viaja_Raramente,1276,Investigación y Desarrollo,16,3,Ciencias de la Vida,1,586,4,Masculino,72,3,3,Representante de Salud,3,Casado,7632,14295,4,Si,12,3,3,80,0,10,2,3,8,7,0,0
31,Si,Viaja_Frecuentemente,534,Investigación y Desarrollo,20,3,Ciencias de la Vida,1,587,1,Masculino,66,3,3,Representante de Salud,3,Casado,9824,22908,3,No,12,3,1,80,0,12,2,3,1,0,0,0
