edad,renuncia,viajes,departamento,educacion,campo_de_educacion,satisfaccion_ambiente,genero,tarifa_por_hora,involucracion_laboral,rol_laboral,satisfaccion_laboral,estado_civil,ingreso_mensual,num_empresas_trabajadas,horas_extras,incremento_salarial_porcentaje,calificacion_de_rendimiento,antiguedad,entrenamientos,antiguedad_en_la_empresa,antiguedad_en_el_puesto,anios_desde_ultimo_ascenso,anios_con_actual_supervisor
45,No,Viaja_Raramente,Investigación y Desarrollo,2,Ciencias de la Vida,1,Masculino,69,3,Cientí­fico de Investigación,4,Casado,2654,3,No,21,4,8,3,2,2,0,2
52,No,Viaja_Raramente,Investigación y Desarrollo,2,Ciencias de la Vida,4,Femenino,30,3,Gerente,4,Casado,16555,2,No,13,3,31,2,5,2,1,4
42,No,Viaja_Frecuentemente,Investigación y Desarrollo,2,Ciencias de la Vida,1,Femenino,92,3,Cientí­fico de Investigación,3,Divorciado,4556,2,No,11,3,19,3,5,4,0,2
30,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,3,Femenino,43,1,Director de Manufactura,4,Soltero,6091,2,No,20,4,11,2,5,4,0,2
60,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,1,Femenino,41,3,Gerente,1,Casado,19566,5,No,11,3,33,5,29,8,11,10
46,No,Viaja_Raramente,Investigación y Desarrollo,3,Medicina,3,Femenino,87,3,Director de Manufactura,3,Divorciado,4810,2,No,14,3,19,5,10,7,0,8
42,No,Viaja_Frecuentemente,Investigación y Desarrollo,4,Grado Tí©cnico,4,Femenino,88,2,Representante de Salud,4,Casado,4523,0,No,11,3,7,4,6,5,0,4
38,No,Viaja_Frecuentemente,Investigación y Desarrollo,2,Ciencias de la Vida,4,Masculino,42,3,Técnico de Laboratorio,4,Casado,1702,1,Si,23,4,1,3,1,0,0,0
40,No,Viaja_Raramente,Ventas,4,Ciencias de la Vida,3,Femenino,79,3,Gerente,3,Casado,18041,0,No,14,3,21,2,20,15,1,12
26,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,1,Femenino,90,3,Cientí­fico de Investigación,4,Divorciado,2886,1,No,22,4,3,3,3,2,0,2
30,No,No_Viaja,Investigación y Desarrollo,3,Ciencias de la Vida,3,Masculino,53,3,Técnico de Laboratorio,4,Casado,2097,4,No,15,3,9,3,5,3,1,4
29,No,Viaja_Raramente,Investigación y Desarrollo,4,Medicina,2,Masculino,93,2,Director de Investigación,3,Casado,11935,1,No,18,3,10,2,10,2,0,7
30,No,No_Viaja,Ventas,4,Otro,3,Femenino,69,3,Ejecutivo de Ventas,1,Casado,8412,0,No,11,3,10,3,9,8,7,8
57,No,Viaja_Raramente,Ventas,3,Mercadeo,1,Masculino,56,2,Gerente,4,Divorciado,14118,3,No,12,3,32,3,1,0,0,0
50,No,Viaja_Raramente,Investigación y Desarrollo,4,Ciencias de la Vida,2,Masculino,88,2,Gerente,3,Casado,17046,0,No,15,3,28,2,27,10,15,7
30,No,No_Viaja,Investigación y Desarrollo,3,Medicina,3,Femenino,49,3,Técnico de Laboratorio,4,Soltero,2564,0,No,14,3,12,2,11,7,6,7
60,No,Viaja_Frecuentemente,Ventas,3,Mercadeo,3,Femenino,80,2,Ejecutivo de Ventas,1,Casado,10266,4,No,19,3,22,5,18,13,13,11
47,No,Viaja_Raramente,Investigación y Desarrollo,2,Medicina,1,Femenino,65,3,Director de Manufactura,4,Divorciado,5070,5,No,13,3,20,2,5,0,0,4
46,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,1,Masculino,51,3,Director de Investigación,3,Casado,17861,6,No,13,3,26,2,3,2,0,1
35,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,4,Masculino,46,1,Técnico de Laboratorio,3,Soltero,4230,0,No,15,3,6,2,5,4,4,3
54,No,Viaja_Raramente,Investigación y Desarrollo,4,Ciencias de la Vida,3,Femenino,42,3,Técnico de Laboratorio,3,Soltero,3780,7,No,11,3,19,3,1,0,0,0
34,No,Viaja_Raramente,Investigación y Desarrollo,4,Ciencias de la Vida,4,Masculino,62,2,Cientí­fico de Investigación,3,Divorciado,2768,3,No,12,3,14,3,7,3,5,7
46,No,Viaja_Raramente,Ventas,3,Mercadeo,3,Femenino,94,2,Ejecutivo de Ventas,4,Casado,9071,2,Si,19,3,15,3,3,2,1,2
31,No,Viaja_Raramente,Investigación y Desarrollo,1,Ciencias de la Vida,3,Masculino,33,3,Director de Manufactura,2,Divorciado,10648,1,No,25,4,13,6,13,8,0,8
30,No,Viaja_Raramente,Ventas,1,Mercadeo,4,Masculino,57,3,Representante de Ventas,2,Soltero,2983,0,No,14,3,4,3,3,2,1,2
35,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,4,Masculino,72,3,Representante de Salud,3,Casado,7632,4,Si,12,3,10,2,8,7,0,0
42,No,Viaja_Frecuentemente,Investigación y Desarrollo,2,Otro,2,Masculino,97,3,Técnico de Laboratorio,3,Casado,2093,4,No,17,3,8,4,2,2,2,0
36,No,No_Viaja,Ventas,4,Medicina,2,Masculino,32,3,Ejecutivo de Ventas,4,Soltero,9980,1,No,14,3,10,3,10,3,9,7
48,No,Viaja_Raramente,Ventas,5,Mercadeo,2,Femenino,37,3,Ejecutivo de Ventas,4,Casado,4051,2,No,14,3,14,2,9,7,6,7
55,No,Viaja_Raramente,Ventas,5,Ciencias de la Vida,1,Femenino,83,3,Gerente,2,Soltero,16835,3,No,23,4,37,2,10,9,7,7
41,No,No_Viaja,Ventas,2,Ciencias de la Vida,4,Masculino,56,3,Ejecutivo de Ventas,4,Soltero,6230,7,No,14,3,16,3,14,3,1,10
35,No,Viaja_Raramente,Ventas,3,Mercadeo,2,Masculino,85,3,Ejecutivo de Ventas,3,Casado,4717,9,No,11,3,15,2,11,9,6,9
40,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,2,Femenino,75,3,Director de Manufactura,3,Soltero,13237,7,No,15,3,22,3,20,6,5,13
39,No,Viaja_Frecuentemente,Investigación y Desarrollo,1,Ciencias de la Vida,3,Femenino,48,3,Técnico de Laboratorio,3,Casado,3755,1,No,11,3,8,3,8,3,0,7
31,No,Viaja_Raramente,Ventas,1,Ciencias de la Vida,2,Masculino,77,3,Ejecutivo de Ventas,4,Soltero,6582,4,Si,13,3,10,2,6,5,0,5
42,No,Viaja_Raramente,Investigación y Desarrollo,3,Medicina,4,Masculino,56,3,Director de Manufactura,1,Casado,7406,1,Si,21,4,10,5,10,9,5,8
45,No,Viaja_Raramente,Ventas,3,Otro,4,Masculino,61,3,Ejecutivo de Ventas,2,Casado,4805,0,No,19,3,9,3,8,7,3,7
29,No,Viaja_Raramente,Investigación y Desarrollo,3,Grado Tí©cnico,4,Masculino,34,3,Director de Manufactura,4,Divorciado,4262,4,No,12,3,8,2,3,2,1,2
33,No,Viaja_Raramente,Investigación y Desarrollo,5,Medicina,1,Femenino,95,4,Director de Investigación,3,Divorciado,16184,4,No,19,3,10,2,6,1,0,5
31,No,Viaja_Raramente,Ventas,3,Ciencias de la Vida,3,Masculino,44,2,Gerente,4,Divorciado,11557,9,No,21,4,10,3,5,4,0,1
40,No,No_Viaja,Ventas,3,Otro,3,Masculino,58,1,Ejecutivo de Ventas,1,Divorciado,10932,3,No,15,3,20,2,1,0,0,1
41,No,No_Viaja,Investigación y Desarrollo,4,Otro,1,Femenino,62,2,Representante de Salud,3,Soltero,6811,2,Si,17,3,10,3,8,7,0,7
26,No,Viaja_Raramente,Ventas,2,Medicina,1,Masculino,45,3,Ejecutivo de Ventas,3,Divorciado,4306,5,No,12,3,8,5,0,0,0,0
35,No,Viaja_Raramente,Ventas,3,Medicina,1,Femenino,80,3,Ejecutivo de Ventas,3,Soltero,4859,1,No,16,3,5,3,5,4,0,3
34,No,Viaja_Raramente,Ventas,4,Ciencias de la Vida,4,Masculino,74,4,Ejecutivo de Ventas,4,Soltero,5337,1,No,12,3,10,3,10,7,5,7
37,No,Viaja_Raramente,Investigación y Desarrollo,3,Grado Tí©cnico,2,Femenino,59,3,Director de Manufactura,4,Soltero,7491,4,No,17,3,12,3,6,5,1,2
46,No,Viaja_Frecuentemente,Investigación y Desarrollo,1,Medicina,1,Femenino,86,3,Representante de Salud,3,Casado,10527,5,No,11,3,28,3,2,2,1,2
41,No,Viaja_Raramente,Ventas,5,Ciencias de la Vida,2,Femenino,91,3,Gerente,1,Casado,16595,7,No,16,3,22,2,18,16,11,8
37,No,No_Viaja,Ventas,4,Medicina,1,Masculino,69,3,Ejecutivo de Ventas,2,Divorciado,8834,1,No,13,3,9,6,9,5,7,7
52,No,Viaja_Raramente,Investigación y Desarrollo,2,Grado Tí©cnico,4,Masculino,78,3,Cientí­fico de Investigación,1,Divorciado,5577,3,Si,12,3,18,3,10,9,6,9
24,No,Viaja_Frecuentemente,Ventas,3,Medicina,4,Masculino,38,3,Representante de Ventas,4,Casado,2400,0,No,13,3,3,3,2,2,2,1
38,No,Viaja_Raramente,Investigación y Desarrollo,3,Medicina,3,Femenino,76,3,Representante de Salud,3,Casado,9824,3,No,19,3,18,4,1,0,0,0
37,No,Viaja_Raramente,Investigación y Desarrollo,4,Ciencias de la Vida,2,Femenino,65,3,Director de Manufactura,2,Casado,6447,6,No,12,3,8,2,6,5,4,3
49,No,Viaja_Raramente,Investigación y Desarrollo,4,Ciencias de la Vida,4,Masculino,58,2,Director de Investigación,3,Divorciado,19502,1,Si,17,3,31,5,31,9,0,9
24,No,Viaja_Raramente,Investigación y Desarrollo,3,Medicina,2,Masculino,89,4,Cientí­fico de Investigación,4,Casado,2725,1,Si,11,3,6,3,6,5,1,4
26,No,Viaja_Raramente,Ventas,2,Mercadeo,1,Masculino,66,3,Ejecutivo de Ventas,2,Casado,6272,1,No,20,4,6,5,5,3,1,4
24,No,Viaja_Raramente,Investigación y Desarrollo,2,Otro,4,Masculino,94,2,Técnico de Laboratorio,2,Casado,2127,1,No,21,4,1,2,1,0,0,0
50,No,Viaja_Frecuentemente,Recursos Humanos,3,Medicina,1,Masculino,99,3,Gerente,2,Casado,18200,1,No,11,3,32,2,32,5,10,7
25,No,Viaja_Raramente,Ventas,1,Medicina,2,Masculino,40,3,Representante de Ventas,3,Casado,2096,1,No,11,3,7,1,7,4,0,6
34,No,Viaja_Raramente,Investigación y Desarrollo,2,Ciencias de la Vida,2,Masculino,83,2,Cientí­fico de Investigación,4,Casado,3622,1,Si,13,3,6,3,6,5,1,3
35,No,Viaja_Raramente,Investigación y Desarrollo,2,Otro,1,Masculino,54,2,Técnico de Laboratorio,4,Soltero,3681,4,No,14,3,9,3,3,2,0,2
31,No,Viaja_Raramente,Ventas,4,Medicina,1,Masculino,66,4,Ejecutivo de Ventas,4,Divorciado,5460,4,No,22,4,13,4,7,7,5,7
27,No,Viaja_Raramente,Investigación y Desarrollo,4,Medicina,1,Femenino,66,2,Cientí­fico de Investigación,3,Divorciado,2187,0,No,12,3,6,5,5,3,0,3
37,No,Viaja_Raramente,Ventas,3,Mercadeo,4,Masculino,75,3,Ejecutivo de Ventas,3,Casado,9602,4,Si,11,3,17,3,3,0,1,0
20,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,4,Femenino,83,2,Cientí­fico de Investigación,2,Soltero,2836,1,No,13,3,1,0,1,0,0,0
42,No,Viaja_Raramente,Investigación y Desarrollo,4,Ciencias de la Vida,3,Femenino,81,3,Representante de Salud,4,Casado,4089,1,No,13,3,10,4,10,2,2,2
43,No,Viaja_Raramente,Investigación y Desarrollo,4,Otro,2,Masculino,50,2,Director de Investigación,4,Divorciado,16627,4,Si,14,3,21,3,1,0,0,0
38,No,Viaja_Raramente,Investigación y Desarrollo,1,Ciencias de la Vida,3,Femenino,43,3,Cientí­fico de Investigación,1,Soltero,2619,3,No,17,3,8,3,0,0,0,0
43,No,Viaja_Frecuentemente,Investigación y Desarrollo,5,Medicina,4,Masculino,72,3,Técnico de Laboratorio,3,Divorciado,5679,3,Si,13,3,10,3,8,7,4,7
48,No,Viaja_Raramente,Investigación y Desarrollo,4,Ciencias de la Vida,4,Femenino,40,2,Gerente,1,Casado,15402,7,No,11,3,21,3,3,2,0,2
44,No,Viaja_Raramente,Recursos Humanos,4,Ciencias de la Vida,1,Femenino,50,2,Recursos Humanos,3,Soltero,5985,4,No,11,3,10,1,2,2,0,2
34,No,Viaja_Raramente,Ventas,3,Grado Tí©cnico,3,Femenino,31,3,Representante de Ventas,3,Divorciado,2579,1,Si,18,3,8,3,8,2,0,6
21,No,Viaja_Raramente,Ventas,1,Grado Tí©cnico,3,Masculino,49,3,Representante de Ventas,3,Soltero,3447,1,No,11,3,3,2,3,2,1,2
44,No,Viaja_Raramente,Investigación y Desarrollo,4,Otro,4,Masculino,35,3,Gerente,4,Casado,19513,4,Si,12,3,26,2,2,2,0,1
22,No,Viaja_Raramente,Investigación y Desarrollo,1,Medicina,1,Masculino,69,3,Cientí­fico de Investigación,3,Casado,2773,0,No,20,4,3,3,2,2,2,2
33,No,Viaja_Raramente,Ventas,4,Mercadeo,3,Masculino,39,3,Ejecutivo de Ventas,3,Divorciado,7104,0,No,12,3,6,3,5,0,1,2
32,No,Viaja_Raramente,Investigación y Desarrollo,4,Ciencias de la Vida,1,Femenino,92,3,Cientí­fico de Investigación,4,Casado,6322,1,Si,12,3,6,2,6,4,0,5
30,No,Viaja_Frecuentemente,Investigación y Desarrollo,3,Medicina,3,Femenino,71,3,Cientí­fico de Investigación,3,Divorciado,2083,1,No,20,4,1,2,1,0,0,0
53,No,Viaja_Raramente,Ventas,1,Medicina,4,Femenino,34,3,Ejecutivo de Ventas,1,Soltero,8381,7,No,20,4,18,2,14,7,8,10
34,No,Viaja_Raramente,Investigación y Desarrollo,5,Ciencias de la Vida,2,Masculino,42,3,Cientí­fico de Investigación,4,Casado,2691,1,No,12,3,10,4,10,9,8,8
26,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,3,Femenino,71,3,Técnico de Laboratorio,4,Casado,2659,1,Si,13,3,3,2,3,2,0,2
37,No,Viaja_Raramente,Investigación y Desarrollo,3,Otro,3,Masculino,36,3,Director de Manufactura,3,Casado,9434,1,No,15,3,10,2,10,7,7,8
29,No,Viaja_Raramente,Ventas,2,Medicina,2,Femenino,62,3,Ejecutivo de Ventas,3,Casado,5561,1,No,14,3,6,5,6,0,1,2
35,No,Viaja_Raramente,Investigación y Desarrollo,4,Ciencias de la Vida,2,Masculino,82,1,Cientí­fico de Investigación,4,Soltero,6646,1,No,13,3,17,3,17,11,11,8
33,No,Viaja_Frecuentemente,Investigación y Desarrollo,3,Ciencias de la Vida,3,Masculino,30,3,Representante de Salud,4,Divorciado,7725,3,No,23,4,15,2,13,11,4,7
54,No,Viaja_Raramente,Recursos Humanos,4,Medicina,3,Masculino,88,3,Recursos Humanos,2,Casado,10725,2,No,15,3,16,1,9,7,7,1
36,No,Viaja_Raramente,Investigación y Desarrollo,2,Medicina,2,Masculino,48,2,Director de Manufactura,2,Divorciado,8847,2,Si,11,3,13,2,3,2,0,2
27,No,Viaja_Raramente,Investigación y Desarrollo,4,Medicina,1,Masculino,54,2,Cientí­fico de Investigación,4,Soltero,2045,0,No,13,3,5,0,4,2,1,1
35,No,No_Viaja,Investigación y Desarrollo,3,Ciencias de la Vida,3,Masculino,41,2,Técnico de Laboratorio,3,Casado,1281,1,No,18,3,1,3,1,0,0,0
23,No,Viaja_Raramente,Investigación y Desarrollo,3,Medicina,1,Masculino,58,4,Cientí­fico de Investigación,1,Casado,2819,2,No,16,3,5,3,3,2,0,2
25,No,Viaja_Raramente,Ventas,3,Ciencias de la Vida,4,Masculino,57,4,Ejecutivo de Ventas,2,Casado,4851,0,No,22,4,4,4,3,2,1,2
38,No,Viaja_Raramente,Ventas,4,Mercadeo,4,Femenino,46,2,Ejecutivo de Ventas,4,Soltero,4028,0,No,20,4,8,2,7,7,0,5
29,No,Viaja_Frecuentemente,Investigación y Desarrollo,4,Ciencias de la Vida,2,Masculino,76,1,Cientí­fico de Investigación,4,Divorciado,2720,1,No,18,3,10,5,10,7,2,8
48,No,Viaja_Raramente,Ventas,1,Mercadeo,2,Masculino,56,4,Ejecutivo de Ventas,2,Casado,8120,3,No,12,3,12,3,2,2,2,2
27,No,Viaja_Frecuentemente,Ventas,1,Medicina,4,Femenino,71,4,Ejecutivo de Ventas,4,Divorciado,4647,1,Si,20,4,6,3,6,5,0,4
37,No,Viaja_Raramente,Investigación y Desarrollo,2,Ciencias de la Vida,4,Masculino,80,4,Cientí­fico de Investigación,4,Soltero,4680,3,No,17,3,4,2,1,0,0,0
50,No,Viaja_Raramente,Investigación y Desarrollo,1,Medicina,4,Masculino,74,4,Técnico de Laboratorio,3,Casado,3221,1,Si,11,3,20,3,20,8,3,8
34,No,Viaja_Raramente,Investigación y Desarrollo,3,Medicina,4,Femenino,46,2,Representante de Salud,2,Soltero,8621,1,No,14,3,9,3,8,7,7,7
39,No,Viaja_Raramente,Investigación y Desarrollo,4,Grado Tí©cnico,4,Femenino,80,2,Representante de Salud,3,Soltero,4553,1,No,11,3,20,4,20,7,11,10
32,No,Viaja_Raramente,Ventas,3,Mercadeo,4,Masculino,55,3,Ejecutivo de Ventas,4,Soltero,5396,1,No,12,3,10,2,10,7,0,8
38,No,Viaja_Raramente,Investigación y Desarrollo,4,Ciencias de la Vida,2,Femenino,33,4,Representante de Salud,4,Soltero,7625,0,No,13,3,10,4,9,7,1,8
27,No,Viaja_Raramente,Investigación y Desarrollo,2,Ciencias de la Vida,3,Femenino,68,3,Director de Manufactura,1,Casado,7412,1,No,11,3,9,3,9,7,0,7
32,No,Viaja_Raramente,Investigación y Desarrollo,2,Ciencias de la Vida,3,Femenino,39,3,Director de Investigación,4,Soltero,11159,3,No,15,3,10,6,7,7,7,7
47,No,Viaja_Raramente,Ventas,4,Mercadeo,4,Masculino,42,3,Ejecutivo de Ventas,1,Soltero,4960,2,No,12,3,20,2,7,7,1,7
40,No,Viaja_Frecuentemente,Ventas,4,Ciencias de la Vida,4,Masculino,48,2,Ejecutivo de Ventas,1,Casado,10475,5,Si,21,4,20,2,18,13,1,12
53,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,3,Masculino,59,4,Director de Investigación,3,Casado,14814,3,No,19,3,32,3,5,1,1,3
41,No,Viaja_Raramente,Recursos Humanos,4,Recursos Humanos,2,Masculino,73,2,Gerente,4,Divorciado,19141,3,No,15,3,23,2,21,6,12,6
60,No,Viaja_Raramente,Ventas,4,Mercadeo,1,Masculino,84,3,Ejecutivo de Ventas,1,Soltero,5405,8,No,14,3,10,1,2,2,2,2
27,No,Viaja_Frecuentemente,Investigación y Desarrollo,2,Ciencias de la Vida,4,Masculino,32,3,Director de Manufactura,1,Divorciado,8793,1,No,21,4,9,4,9,7,1,7
41,No,Viaja_Raramente,Recursos Humanos,3,Recursos Humanos,4,Masculino,59,2,Gerente,3,Casado,19189,1,No,12,3,22,3,22,7,2,10
50,No,Viaja_Raramente,Ventas,4,Mercadeo,4,Masculino,54,3,Representante de Ventas,2,Casado,3875,7,No,15,3,4,2,2,2,2,2
36,No,No_Viaja,Investigación y Desarrollo,3,Ciencias de la Vida,1,Femenino,63,4,Director de Investigación,1,Casado,11713,9,No,14,3,10,2,8,7,0,5
38,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,3,Femenino,81,3,Director de Manufactura,3,Soltero,7861,4,Si,14,3,10,4,1,0,0,0
44,No,No_Viaja,Investigación y Desarrollo,3,Medicina,1,Masculino,49,1,Técnico de Laboratorio,3,Soltero,3708,2,No,14,3,9,5,5,2,1,4
47,No,Viaja_Frecuentemente,Ventas,3,Medicina,4,Femenino,49,3,Ejecutivo de Ventas,3,Divorciado,13770,9,Si,12,3,28,2,22,2,11,13
30,No,Viaja_Raramente,Ventas,5,Mercadeo,3,Masculino,99,3,Ejecutivo de Ventas,4,Divorciado,5304,7,No,23,4,10,2,8,7,7,7
29,No,Viaja_Raramente,Ventas,3,Ciencias de la Vida,3,Masculino,99,3,Representante de Ventas,3,Soltero,2642,1,No,11,3,1,6,1,0,0,0
43,No,Viaja_Frecuentemente,Ventas,3,Ciencias de la Vida,4,Masculino,47,2,Ejecutivo de Ventas,4,Casado,6804,3,No,18,3,7,5,2,2,2,2
34,No,Viaja_Raramente,Investigación y Desarrollo,2,Medicina,2,Femenino,96,3,Representante de Salud,3,Soltero,6142,3,No,11,3,10,2,5,1,4,3
23,No,Viaja_Raramente,Investigación y Desarrollo,1,Medicina,2,Masculino,37,3,Técnico de Laboratorio,1,Casado,2500,1,No,14,3,5,2,4,3,0,2
39,No,Viaja_Raramente,Recursos Humanos,3,Recursos Humanos,3,Femenino,44,4,Recursos Humanos,2,Casado,6389,9,No,15,3,12,3,8,3,3,6
56,No,Viaja_Raramente,Investigación y Desarrollo,3,Medicina,3,Masculino,81,3,Representante de Salud,4,Casado,11103,7,No,11,3,30,1,10,7,1,1
40,No,Viaja_Raramente,Investigación y Desarrollo,1,Medicina,4,Femenino,86,2,Cientí­fico de Investigación,4,Soltero,2342,0,Si,20,4,5,2,4,2,2,3
27,No,Viaja_Raramente,Investigación y Desarrollo,3,Medicina,4,Femenino,55,2,Representante de Salud,1,Soltero,6811,8,No,19,3,9,2,7,6,0,7
29,No,Viaja_Raramente,Ventas,3,Mercadeo,4,Masculino,83,3,Representante de Ventas,2,Divorciado,2297,1,No,14,3,2,2,2,2,2,2
53,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,4,Masculino,86,3,Técnico de Laboratorio,4,Soltero,2450,2,No,17,3,19,4,2,2,2,2
35,No,No_Viaja,Investigación y Desarrollo,4,Ciencias de la Vida,4,Femenino,61,3,Representante de Salud,1,Divorciado,5093,2,No,11,3,16,2,1,0,0,0
32,No,Viaja_Frecuentemente,Investigación y Desarrollo,4,Ciencias de la Vida,1,Masculino,80,3,Técnico de Laboratorio,4,Casado,5309,1,No,15,3,10,2,10,8,4,7
38,No,Viaja_Raramente,Investigación y Desarrollo,5,Medicina,4,Masculino,92,3,Cientí­fico de Investigación,3,Casado,3057,6,Si,13,3,6,0,1,0,0,1
34,No,Viaja_Raramente,Investigación y Desarrollo,5,Ciencias de la Vida,2,Femenino,32,3,Director de Manufactura,1,Divorciado,5121,3,No,14,3,7,3,0,0,0,0
52,No,Viaja_Raramente,Ventas,4,Mercadeo,3,Masculino,31,2,Gerente,1,Casado,16856,1,No,11,3,34,3,34,6,1,16
25,No,Viaja_Raramente,Ventas,1,Medicina,3,Femenino,32,3,Ejecutivo de Ventas,4,Soltero,6180,1,No,23,4,6,5,6,5,1,4
45,No,Viaja_Raramente,Ventas,2,Grado Tí©cnico,2,Masculino,46,1,Representante de Ventas,3,Soltero,6632,0,No,13,3,9,3,8,7,3,1
23,No,Viaja_Raramente,Investigación y Desarrollo,1,Medicina,1,Masculino,79,4,Cientí­fico de Investigación,3,Soltero,3505,1,No,18,3,2,3,2,2,0,2
34,No,Viaja_Raramente,Ventas,3,Otro,4,Masculino,60,3,Ejecutivo de Ventas,4,Soltero,6274,1,No,22,4,6,5,6,5,1,4
36,No,No_Viaja,Ventas,4,Ciencias de la Vida,1,Masculino,76,2,Ejecutivo de Ventas,1,Soltero,7587,1,No,15,3,10,1,10,7,0,9
52,No,No_Viaja,Investigación y Desarrollo,4,Medicina,4,Masculino,41,3,Cientí­fico de Investigación,4,Casado,4258,0,No,18,3,5,3,4,3,1,2
26,No,Viaja_Frecuentemente,Investigación y Desarrollo,2,Ciencias de la Vida,1,Femenino,71,1,Técnico de Laboratorio,4,Divorciado,4364,3,No,14,3,5,2,2,2,2,0
29,No,Viaja_Raramente,Investigación y Desarrollo,3,Medicina,2,Femenino,66,3,Representante de Salud,3,Casado,4335,4,No,12,3,11,3,8,7,1,1
34,No,Viaja_Raramente,Investigación y Desarrollo,4,Ciencias de la Vida,2,Femenino,72,4,Cientí­fico de Investigación,4,Soltero,3280,2,No,16,3,10,2,4,2,1,3
54,No,Viaja_Raramente,Investigación y Desarrollo,4,Medicina,4,Femenino,95,3,Director de Manufactura,1,Divorciado,5485,9,Si,11,3,9,4,5,3,1,4
27,No,Viaja_Frecuentemente,Ventas,1,Mercadeo,3,Masculino,84,3,Ejecutivo de Ventas,4,Casado,4342,0,No,19,3,5,3,4,2,1,1
37,No,Viaja_Raramente,Investigación y Desarrollo,1,Ciencias de la Vida,4,Femenino,82,3,Cientí­fico de Investigación,1,Divorciado,2782,0,Si,13,3,6,3,5,3,4,3
38,No,Viaja_Frecuentemente,Investigación y Desarrollo,4,Ciencias de la Vida,1,Femenino,75,4,Director de Manufactura,1,Soltero,5980,6,Si,12,3,17,2,15,7,4,12
34,No,Viaja_Raramente,Investigación y Desarrollo,4,Medicina,3,Femenino,86,2,Cientí­fico de Investigación,1,Soltero,4381,1,No,11,3,6,3,6,5,1,3
35,No,Viaja_Raramente,Ventas,4,Ciencias de la Vida,1,Femenino,72,3,Representante de Ventas,4,Casado,2572,1,No,16,3,3,1,3,2,0,2
30,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,4,Masculino,38,1,Técnico de Laboratorio,3,Casado,3833,3,No,21,4,7,2,2,2,0,2
40,No,Viaja_Frecuentemente,Investigación y Desarrollo,2,Medicina,3,Femenino,38,4,Representante de Salud,2,Casado,4244,1,No,24,4,8,2,8,7,3,7
34,No,Viaja_Raramente,Ventas,2,Ciencias de la Vida,3,Femenino,93,3,Ejecutivo de Ventas,1,Casado,6500,5,No,17,3,6,1,3,2,1,2
42,No,Viaja_Frecuentemente,Investigación y Desarrollo,3,Ciencias de la Vida,2,Masculino,66,3,Gerente,4,Divorciado,18430,1,No,13,3,24,4,24,7,14,9
24,No,No_Viaja,Investigación y Desarrollo,3,Ciencias de la Vida,3,Masculino,60,2,Técnico de Laboratorio,2,Divorciado,2694,1,No,11,3,1,4,1,0,0,0
52,No,Viaja_Raramente,Investigación y Desarrollo,4,Ciencias de la Vida,4,Femenino,82,3,Técnico de Laboratorio,3,Casado,3149,8,No,20,4,9,3,5,2,1,4
50,No,Viaja_Raramente,Investigación y Desarrollo,3,Medicina,3,Masculino,64,3,Director de Investigación,3,Casado,17639,5,No,16,3,30,3,4,3,0,3
33,No,Viaja_Raramente,Investigación y Desarrollo,3,Medicina,3,Masculino,49,3,Director de Investigación,3,Casado,11691,0,No,11,3,14,3,13,9,3,7
47,No,Viaja_Raramente,Investigación y Desarrollo,2,Otro,3,Femenino,33,3,Gerente,4,Casado,16752,1,Si,11,3,26,3,26,14,3,0
36,No,Viaja_Raramente,Investigación y Desarrollo,3,Otro,3,Femenino,35,3,Director de Manufactura,2,Casado,5228,0,No,15,3,10,2,9,7,0,5
29,No,Viaja_Raramente,Investigación y Desarrollo,2,Ciencias de la Vida,3,Masculino,81,4,Cientí­fico de Investigación,3,Casado,2700,1,No,24,4,10,3,10,7,0,7
35,No,Viaja_Raramente,Investigación y Desarrollo,4,Ciencias de la Vida,4,Femenino,40,4,Cientí­fico de Investigación,3,Soltero,2506,3,No,13,3,7,0,2,2,2,2
42,No,Viaja_Raramente,Investigación y Desarrollo,2,Ciencias de la Vida,4,Femenino,43,2,Director de Manufactura,4,Casado,6062,9,Si,13,3,8,4,4,3,0,2
36,No,Viaja_Raramente,Recursos Humanos,3,Recursos Humanos,3,Masculino,36,3,Recursos Humanos,2,Casado,2143,4,No,13,3,8,2,5,2,0,4
32,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,3,Femenino,98,2,Director de Manufactura,3,Casado,6162,1,No,12,3,14,3,14,13,6,8
